controlId,title,family,description,subFamily,parameters,objectives,enhancements
SI-4,SI-04 - System Monitoring,System and Information Integrity,"a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: ; and 2. Unauthorized local, network, and remote connections; b. Identify unauthorized use of the system through the following techniques and methods: ; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze detected events and anomalies; e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; f. Obtain legal opinion regarding system monitoring activities; and g. Provide to . Discussion System monitoring includes external and internal monitoring. External monitoring includes the observation of events occurring at external interfaces to the system. Internal monitoring includes the observation of events occurring within the system. Organizations monitor systems by observing audit activities in real time or by observing other system aspects such as access patterns, characteristics of access, and other actions. The monitoring objectives guide and inform the determination of the events. System monitoring capabilities are achieved through a variety of tools and techniques, including intrusion detection and prevention systems, malicious code protection software, scanning tools, audit record monitoring software, and network monitoring software. Depending on the security architecture, the distribution and configuration of monitoring devices may impact throughput at key internal and external boundaries as well as at other locations across a network due to the introduction of network throughput latency. If throughput management is needed, such devices are strategically located and deployed as part of an established organization-wide security architecture. Strategic locations for monitoring devices include selected perimeter locations and near key servers and server farms that support critical applications. Monitoring devices are typically employed at the managed interfaces associated with controls SC-7 and AC-17 . The information collected is a function of the organizational monitoring objectives and the capability of systems to support such objectives. Specific types of transactions of interest include Hypertext Transfer Protocol (HTTP) traffic that bypasses HTTP proxies. System monitoring is an integral part of organizational continuous monitoring and incident response programs, and output from system monitoring serves as input to those programs. System monitoring requirements, including the need for specific types of system monitoring, may be referenced in other controls (e.g., AC-2g , AC-2(7) , AC-2(12)(a) , AC-17(1) , AU-13 , AU-13(1) , AU-13(2) , CM-3f , CM-6d , MA-3a , MA-4a , SC-5(3)(b) , SC-7a , SC-7(24)(b) , SC-18b , SC-43b ). Adjustments to levels of system monitoring are based on law enforcement information, intelligence information, or other sources of information. The legality of system monitoring activities is based on applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Additional StateRAMP Requirements and Guidance: SI-4 Guidance: See US-CERT Incident Response Reporting Guidelines.",SI-4,si-04_odp.01: monitoring objectives | si-04_odp.02: techniques and methods | si-04_odp.03: system monitoring information | si-04_odp.04: personnel or roles | si-04_odp.05: [Selection (one or more): as needed; [(NESTED PARAMETER) Assignment for si-04_odp.06: frequency]] | si-04_odp.06: frequency,SI-04a.01: The system is monitored to detect attacks and indicators of potential attacks in accordance with ; | SI-04a.02[01]: The system is monitored to detect unauthorized local connections; | SI-04a.02[02]: The system is monitored to detect unauthorized network connections; | SI-04a.02[03]: The system is monitored to detect unauthorized remote connections; | SI-04b.: Unauthorized use of the system is identified through ; | SI-04c.01: Internal monitoring capabilities are invoked or monitoring devices are deployed strategically within the system to collect organization-determined essential information; | SI-04c.02: Internal monitoring capabilities are invoked or monitoring devices are deployed at ad hoc locations within the system to track specific types of transactions of interest to the organization; | SI-04d.[01]: Detected events are analyzed; | (+4 more),Enhancements SI-4(1) - System-wide Intrusion Detection System SI-4(2) - Automated Tools and Mechanisms for Real-time Analysis SI-4(3) - Automated Tool and Mechanism Integration SI-4(4) - Inbound and Outbound Communications Traffic SI-4(5) - System-generated Alerts SI-4(7) - Automated Response to Suspicious Events SI-4(9) - Testing of Monitoring Tools and Mechanisms SI-4(10) - Visibility of Encrypted Communications SI-4(11) - Analyze Communications Traffic Anomalies SI-4(12) - Automated Organization-generated Alerts SI-4(13) - Analyze Traffic and Event Patterns SI-4(14) - Wireless Intrusion Detection SI-4(15) - Wireless to Wireline Communications SI-4(16) - Correlate Monitoring Information SI-4(17) - Integrated Situational Awareness SI-4(18) - Analyze Traffic and Covert Exfiltration SI-4(19) - Risk for Individuals SI-4(20) - Privileged Users SI-4(21) - Probationary Periods SI-4(22) - Unauthorized Network Services SI-4(23) - Host-based Devices SI-4(24) - Indicators of Compromise SI-4(25) - Optimize Network Traffic Analysis
SI-4(1),SI-04(01) - System-wide Intrusion Detection System,System and Information Integrity,"Connect and configure individual intrusion detection tools into a system-wide intrusion detection system. Discussion Linking individual intrusion detection tools into a system-wide intrusion detection system provides additional coverage and effective detection capabilities. The information contained in one intrusion detection tool can be shared widely across the organization, making the system-wide detection capability more robust and powerful.",SI-4,,SI-04(01)[01]: Individual intrusion detection tools are connected to a system-wide intrusion detection system; | SI-04(01)[02]: Individual intrusion detection tools are configured into a system-wide intrusion detection system.,
SI-4(2),SI-04(02) - Automated Tools and Mechanisms for Real-time Analysis,System and Information Integrity,"Employ automated tools and mechanisms to support near real-time analysis of events. Discussion Automated tools and mechanisms include host-based, network-based, transport-based, or storage-based event monitoring tools and mechanisms or security information and event management (SIEM) technologies that provide real-time analysis of alerts and notifications generated by organizational systems. Automated monitoring techniques can create unintended privacy risks because automated controls may connect to external or otherwise unrelated systems. The matching of records between these systems may create linkages with unintended consequences. Organizations assess and document these risks in their privacy impact assessment and make determinations that are in alignment with their privacy program plan.",SI-4,,SI-04(02): Automated tools and mechanisms are employed to support a near real-time analysis of events.,
SI-4(4),SI-04(04) - Inbound and Outbound Communications Traffic,System and Information Integrity,"(a) Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications traffic; (b) Monitor inbound and outbound communications traffic for . Discussion Unusual or unauthorized activities or conditions related to system inbound and outbound communications traffic includes internal traffic that indicates the presence of malicious code or unauthorized use of legitimate code or credentials within organizational systems or propagating among system components, signaling to external systems, and the unauthorized exporting of information. Evidence of malicious code or unauthorized use of legitimate code or credentials is used to identify potentially compromised systems or system components.",SI-4,si-4.4_prm_1: organization-defined frequency | si-4.4_prm_2: organization-defined unusual or unauthorized activities or conditions | si-04.04_odp.01: frequency | si-04.04_odp.02: unusual or unauthorized activities or conditions | si-04.04_odp.03: frequency | si-04.04_odp.04: unusual or unauthorized activities or conditions,SI-04(04)(a)[01]: Criteria for unusual or unauthorized activities or conditions for inbound communications traffic are defined; | SI-04(04)(a)[02]: Criteria for unusual or unauthorized activities or conditions for outbound communications traffic are defined; | SI-04(04)(b)[01]: Inbound communications traffic is monitored for ; | SI-04(04)(b)[02]: Outbound communications traffic is monitored for .,
SI-4(5),SI-04(05) - System-generated Alerts,System and Information Integrity,"Alert when the following system-generated indications of compromise or potential compromise occur: . Discussion Alerts may be generated from a variety of sources, including audit records or inputs from malicious code protection mechanisms, intrusion detection or prevention mechanisms, or boundary protection devices such as firewalls, gateways, and routers. Alerts can be automated and may be transmitted telephonically, by electronic mail messages, or by text messaging. Organizational personnel on the alert notification list can include system administrators, mission or business owners, system owners, information owners/stewards, senior agency information security officers, senior agency officials for privacy, system security officers, or privacy officers. In contrast to alerts generated by the system, alerts generated by organizations in SI-4(12) focus on information sources external to the system, such as suspicious activity reports and reports on potential insider threats. Additional StateRAMP Requirements and Guidance: SI-4 (5) Guidance: In accordance with the incident response plan.",SI-4,si-04.05_odp.01: personnel or roles | si-04.05_odp.02: compromise indicators,SI-04(05): are alerted when system-generated occur.,
SI-4(16),SI-04(16) - Correlate Monitoring Information,System and Information Integrity,"Correlate information from monitoring tools and mechanisms employed throughout the system. Discussion Correlating information from different system monitoring tools and mechanisms can provide a more comprehensive view of system activity. Correlating system monitoring tools and mechanisms that typically work in isolation—including malicious code protection software, host monitoring, and network monitoring—can provide an organization-wide monitoring view and may reveal otherwise unseen attack patterns. Understanding the capabilities and limitations of diverse monitoring tools and mechanisms and how to maximize the use of information generated by those tools and mechanisms can help organizations develop, operate, and maintain effective monitoring programs. The correlation of monitoring information is especially important during the transition from older to newer technologies (e.g., transitioning from IPv4 to IPv6 network protocols).",SI-4,,SI-04(16): Information from monitoring tools and mechanisms employed throughout the system is correlated.,
SI-4(18),SI-04(18) - Analyze Traffic and Covert Exfiltration,System and Information Integrity,Analyze outbound communications traffic at external interfaces to the system and at the following interior points to detect covert exfiltration of information: . Discussion Organization-defined interior points include subnetworks and subsystems. Covert means that can be used to exfiltrate information include steganography.,SI-4,si-04.18_odp: interior points,SI-04(18)[01]: Outbound communications traffic is analyzed at interfaces external to the system to detect covert exfiltration of information; | SI-04(18)[02]: Outbound communications traffic is analyzed at to detect covert exfiltration of information.,
SI-4(23),SI-04(23) - Host-based Devices,System and Information Integrity,"Implement the following host-based monitoring mechanisms at : . Discussion Host-based monitoring collects information about the host (or system in which it resides). System components in which host-based monitoring can be implemented include servers, notebook computers, and mobile devices. Organizations may consider employing host-based monitoring mechanisms from multiple product developers or vendors.",SI-4,si-04.23_odp.01: host-based monitoring mechanisms | si-04.23_odp.02: system components,SI-04(23): are implemented on .,
SI-5,"SI-05 - Security Alerts, Advisories, and Directives",System and Information Integrity,"a. Receive system security alerts, advisories, and directives from on an ongoing basis; b. Generate internal security alerts, advisories, and directives as deemed necessary; c. Disseminate security alerts, advisories, and directives to: ; and d. Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance. Discussion The Cybersecurity and Infrastructure Security Agency (CISA) generates security alerts and advisories to maintain situational awareness throughout the Federal Government. Security directives are issued by OMB or other designated organizations with the responsibility and authority to issue such directives. Compliance with security directives is essential due to the critical nature of many of these directives and the potential (immediate) adverse effects on organizational operations and assets, individuals, other organizations, and the Nation should the directives not be implemented in a timely manner. External organizations include supply chain partners, external mission or business partners, external service providers, and other peer or supporting organizations.",SI-5,si-05_odp.01: external organizations | si-05_odp.02: [Selection (one or more): [(NESTED PARAMETER) Assignment for si-05_odp.03: personnel or roles]; [(NESTED PARAMETER) Assignment for si-05_odp.04: elements]; [(NESTED PARAMETER) Assignment for si-05_odp.05: external organizations]] | si-05_odp.03: personnel or roles | si-05_odp.04: elements | si-05_odp.05: external organizations,"SI-05a.: System security alerts, advisories, and directives are received from on an ongoing basis; | SI-05b.: Internal security alerts, advisories, and directives are generated as deemed necessary; | SI-05c.: Security alerts, advisories, and directives are disseminated to ; | SI-05d.: Security directives are implemented in accordance with established time frames or if the issuing organization is notified of the degree of noncompliance.",Enhancements SI-5(1) - Automated Alerts and Advisories
SI-6,SI-06 - Security and Privacy Function Verification,System and Information Integrity,"a. Verify the correct operation of ; b. Perform the verification of the functions specified in SI-6a ; c. Alert to failed security and privacy verification tests; and d. when anomalies are discovered. Discussion Transitional states for systems include system startup, restart, shutdown, and abort. System notifications include hardware indicator lights, electronic alerts to system administrators, and messages to local computer consoles. In contrast to security function verification, privacy function verification ensures that privacy functions operate as expected and are approved by the senior agency official for privacy or that privacy attributes are applied or used as expected.",SI-6,si-6_prm_1: organization-defined security and privacy functions | si-06_odp.01: security functions | si-06_odp.02: privacy functions | si-06_odp.03: [Selection (one or more): [(NESTED PARAMETER) Assignment for si-06_odp.04: system transitional states (StateRAMP Requirement: to include upon system startup and/or restart)]; upon command by user with appropriate privilege; [(NESTED PARAMETER) Assignment for si-06_odp.05: frequency (StateRAMP Requirement: At least monthly)]] | si-06_odp.04: system transitional states | si-06_odp.05: frequency | si-06_odp.06: personnel or roles | si-06_odp.07: [Selection (one or more): shut the system down; restart the system; [(NESTED PARAMETER) Assignment for si-06_odp.08: alternative action(s)]] | (+1 more),SI-06a.[01]: are verified to be operating correctly; | SI-06a.[02]: are verified to be operating correctly; | SI-06b.[01]: are verified ; | SI-06b.[02]: are verified ; | SI-06c.[01]: is/are alerted to failed security verification tests; | SI-06c.[02]: is/are alerted to failed privacy verification tests; | SI-06d.: is/are initiated when anomalies are discovered.,Enhancements SI-6(2) - Automation Support for Distributed Testing SI-6(3) - Report Verification Results
SI-7,"SI-07 - Software, Firmware, and Information Integrity",System and Information Integrity,"a. Employ integrity verification tools to detect unauthorized changes to the following software, firmware, and information: ; and b. Take the following actions when unauthorized changes to the software, firmware, and information are detected: . Discussion Unauthorized changes to software, firmware, and information can occur due to errors or malicious activity. Software includes operating systems (with key internal components, such as kernels or drivers), middleware, and applications. Firmware interfaces include Unified Extensible Firmware Interface (UEFI) and Basic Input/Output System (BIOS). Information includes personally identifiable information and metadata that contains security and privacy attributes associated with information. Integrity-checking mechanisms—including parity checks, cyclical redundancy checks, cryptographic hashes, and associated tools—can automatically monitor the integrity of systems and hosted applications.",SI-7,"si-7_prm_1: organization-defined software, firmware, and information | si-7_prm_2: organization-defined actions | si-07_odp.01: software | si-07_odp.02: firmware | si-07_odp.03: information | si-07_odp.04: actions | si-07_odp.05: actions | si-07_odp.06: actions","SI-07a.[01]: Integrity verification tools are employed to detect unauthorized changes to ; | SI-07a.[02]: Integrity verification tools are employed to detect unauthorized changes to ; | SI-07a.[03]: Integrity verification tools are employed to detect unauthorized changes to ; | SI-07b.[01]: are taken when unauthorized changes to the software, are detected; | SI-07b.[02]: are taken when unauthorized changes to the firmware are detected; | SI-07b.[03]: are taken when unauthorized changes to the information are detected.",Enhancements SI-7(1) - Integrity Checks SI-7(2) - Automated Notifications of Integrity Violations SI-7(3) - Centrally Managed Integrity Tools SI-7(5) - Automated Response to Integrity Violations SI-7(6) - Cryptographic Protection SI-7(7) - Integration of Detection and Response SI-7(8) - Auditing Capability for Significant Events SI-7(9) - Verify Boot Process SI-7(10) - Protection of Boot Firmware SI-7(12) - Integrity Verification SI-7(15) - Code Authentication SI-7(16) - Time Limit on Process Execution Without Supervision SI-7(17) - Runtime Application Self-protection
SI-7(1),SI-07(01) - Integrity Checks,System and Information Integrity,"Perform an integrity check of . Discussion Security-relevant events include the identification of new threats to which organizational systems are susceptible and the installation of new hardware, software, or firmware. Transitional states include system startup, restart, shutdown, and abort.",SI-7,"si-7.1_prm_1: organization-defined software, firmware, and information | si-7.1_prm_2: [Selection (one or more): at startup; at [(NESTED PARAMETER) Assignment for si-7.1_prm_3: organization-defined transitional states or security-relevant events (StateRAMP Requirement: Selection to include security relevant events)]; [(NESTED PARAMETER) Assignment for si-7.1_prm_4: organization-defined frequency (StateRAMP Requirement: at least monthly)]] | si-7.1_prm_3: organization-defined transitional states or security-relevant events | si-7.1_prm_4: organization-defined frequency | si-07.01_odp.01: software | si-07.01_odp.02: [Selection (one or more): at startup; at [(NESTED PARAMETER) Assignment for si-07.01_odp.03: transitional states or security-relevant events]; [(NESTED PARAMETER) Assignment for si-07.01_odp.04: frequency]] | si-07.01_odp.03: transitional states or security-relevant events | si-07.01_odp.04: frequency | (+8 more)",SI-07(01)[01]: An integrity check of is performed ; | SI-07(01)[02]: An integrity check of is performed ; | SI-07(01)[03]: An integrity check of is performed .,
SI-7(7),SI-07(07) - Integration of Detection and Response,System and Information Integrity,"Incorporate the detection of the following unauthorized changes into the organizational incident response capability: . Discussion Integrating detection and response helps to ensure that detected events are tracked, monitored, corrected, and available for historical purposes. Maintaining historical records is important for being able to identify and discern adversary actions over an extended time period and for possible legal actions. Security-relevant changes include unauthorized changes to established configuration settings or the unauthorized elevation of system privileges.",SI-7,si-07.07_odp: changes,SI-07(07): The detection of are incorporated into the organizational incident response capability.,
SI-8,SI-08 - Spam Protection,System and Information Integrity,"a. Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and b. Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures. Discussion System entry and exit points include firewalls, remote-access servers, electronic mail servers, web servers, proxy servers, workstations, notebook computers, and mobile devices. Spam can be transported by different means, including email, email attachments, and web accesses. Spam protection mechanisms include signature definitions. Additional StateRAMP Requirements and Guidance: SI-8 Guidance: When SP sends email on behalf of the government as part of the business offering, Control Description should include implementation of Domain-based Message Authentication, Reporting & Conformance (DMARC) on the sending domain for outgoing messages as SI-8 Guidance: SPs should confirm DMARC configuration (where appropriate) to ensure that policy=reject and the rua parameter includes",SI-8,,SI-08a.[01]: Spam protection mechanisms are employed at system entry points to detect unsolicited messages; | SI-08a.[02]: Spam protection mechanisms are employed at system exit points to detect unsolicited messages; | SI-08a.[03]: Spam protection mechanisms are employed at system entry points to act on unsolicited messages; | SI-08a.[04]: Spam protection mechanisms are employed at system exit points to act on unsolicited messages; | SI-08b.: Spam protection mechanisms are updated when new releases are available in accordance with organizational configuration management policies and procedures.,Enhancements SI-8(2) - Automatic Updates SI-8(3) - Continuous Learning Capability
SI-8(2),SI-08(02) - Automatic Updates,System and Information Integrity,Automatically update spam protection mechanisms . Discussion Using automated mechanisms to update spam protection mechanisms helps to ensure that updates occur on a regular basis and provide the latest content and protection capabilities.,SI-8,si-08.02_odp: frequency,SI-08(02): Spam protection mechanisms are automatically updated .,
SI-10,SI-10 - Information Input Validation,System and Information Integrity,"Check the validity of the following information inputs: . Discussion Checking the valid syntax and semantics of system inputs—including character set, length, numerical range, and acceptable values—verifies that inputs match specified definitions for format and content. For example, if the organization specifies that numerical values between 1-100 are the only acceptable inputs for a field in a given application, inputs of 387, abc, or %K% are invalid inputs and are not accepted as input to the system. Valid inputs are likely to vary from field to field within a software application. Applications typically follow well-defined protocols that use structured messages (i.e., commands or queries) to communicate between software modules or system components. Structured messages can contain raw or unstructured data interspersed with metadata or control information. If software applications use attacker-supplied inputs to construct structured messages without properly encoding such messages, then the attacker could insert malicious commands or special characters that can cause the data to be interpreted as control information or metadata. Consequently, the module or component that receives the corrupted output will perform the wrong operations or otherwise interpret the data incorrectly. Prescreening inputs prior to passing them to interpreters prevents the content from being unintentionally interpreted as commands. Input validation ensures accurate and correct inputs and prevents attacks such as cross-site scripting and a variety of injection attacks. Additional StateRAMP Requirements and Guidance: SI-10 Requirement: Validate all information inputs and document any exceptions",SI-10,si-10_odp: information inputs,SI-10: The validity of the is checked.,Enhancements SI-10(1) - Manual Override Capability SI-10(2) - Review and Resolve Errors SI-10(3) - Predictable Behavior SI-10(4) - Timing Interactions SI-10(5) - Restrict Inputs to Trusted Sources and Approved Formats SI-10(6) - Injection Prevention
SI-11,SI-11 - Error Handling,System and Information Integrity,"a. Generate error messages that provide information necessary for corrective actions without revealing information that could be exploited; and b. Reveal error messages only to . Discussion Organizations consider the structure and content of error messages. The extent to which systems can handle error conditions is guided and informed by organizational policy and operational requirements. Exploitable information includes stack traces and implementation details; erroneous logon attempts with passwords mistakenly entered as the username; mission or business information that can be derived from, if not stated explicitly by, the information recorded; and personally identifiable information, such as account numbers, social security numbers, and credit card numbers. Error messages may also provide a covert channel for transmitting information.",SI-11,si-11_odp: personnel or roles,SI-11a.: Error messages that provide the information necessary for corrective actions are generated without revealing information that could be exploited; | SI-11b.: Error messages are revealed only to .,
SI-12,SI-12 - Information Management and Retention,System and Information Integrity,"Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements. Discussion Information management and retention requirements cover the full life cycle of information, in some cases extending beyond system disposal. Information to be retained may also include policies, procedures, plans, reports, data output from control implementation, and other types of administrative information. The National Archives and Records Administration (NARA) provides federal policy and guidance on records retention and schedules. If organizations have a records management office, consider coordinating with records management personnel. Records produced from the output of implemented controls that may require management and retention include, but are not limited to: All XX-1, AC-6(9) , AT-4 , AU-12 , CA-2 , CA-3 , CA-5 , CA-6 , CA-7 , CA-8 , CA-9 , CM-2 , CM-3 , CM-4 , CM-6 , CM-8 , CM-9 , CM-12 , CM-13 , CP-2 , IR-6 , IR-8 , MA-2 , MA-4 , PE-2 , PE-8 , PE-16 , PE-17 , PL-2 , PL-4 , PL-7 , PL-8 , PM-5 , PM-8 , PM-9 , PM-18 , PM-21 , PM-27 , PM-28 , PM-30 , PM-31 , PS-2 , PS-6 , PS-7 , PT-2 , PT-3 , PT-7 , RA-2 , RA-3 , RA-5 , RA-8 , SA-4 , SA-5 , SA-8 , SA-10 , SI-4 , SR-2 , SR-4 , SR-8 .",SI-12,,"SI-12[01]: Information within the system is managed in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines, and operational requirements; | SI-12[02]: Information within the system is retained in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines, and operational requirements; | SI-12[03]: Information output from the system is managed in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines, and operational requirements; | SI-12[04]: Information output from the system is retained in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines, and operational requirements.","Enhancements SI-12(1) - Limit Personally Identifiable Information Elements SI-12(2) - Minimize Personally Identifiable Information in Testing, Training, and Research SI-12(3) - Information Disposal"
SI-16,SI-16 - Memory Protection,System and Information Integrity,Implement the following controls to protect the system memory from unauthorized code execution: . Discussion Some adversaries launch attacks with the intent of executing code in non-executable regions of memory or in memory locations that are prohibited. Controls employed to protect memory include data execution prevention and address space layout randomization. Data execution prevention controls can either be hardware-enforced or software-enforced with hardware enforcement providing the greater strength of mechanism.,SI-16,si-16_odp: controls,SI-16: are implemented to protect the system memory from unauthorized code execution.,
SR-1,SR-01 - Policy and Procedures,Supply Chain Risk Management,"a. Develop, document, and disseminate to : 1. supply chain risk management policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls; b. Designate an to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and c. Review and update the current supply chain risk management: 1. Policy and following ; and 2. Procedures and following . Discussion Supply chain risk management policy and procedures address the controls in the SR family as well as supply chain-related controls in other families that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of supply chain risk management policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to supply chain risk management policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure.",SR-1,sr-1_prm_1: organization-defined personnel or roles | sr-01_odp.01: personnel or roles | sr-01_odp.02: personnel or roles | sr-01_odp.03: [Selection (one or more): organization-level; mission/business process-level; system-level] | sr-01_odp.04: official | sr-01_odp.05: frequency | sr-01_odp.06: events | sr-01_odp.07: frequency | (+1 more),SR-01a.[01]: A supply chain risk management policy is developed and documented; | SR-01a.[02]: The supply chain risk management policy is disseminated to ; | SR-01a.[03]: Supply chain risk management procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls are developed and documented; | SR-01a.[04]: The supply chain risk management procedures are disseminated to . | SR-01a.01(a)[01]: The supply chain risk management policy addresses purpose; | SR-01a.01(a)[02]: The supply chain risk management policy addresses scope; | SR-01a.01(a)[03]: supply chain risk management policy addresses roles; | SR-01a.01(a)[04]: The supply chain risk management policy addresses responsibilities; | (+9 more),
SR-2,SR-02 - Supply Chain Risk Management Plan,Supply Chain Risk Management,"a. Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of the following systems, system components or system services: ; b. Review and update the supply chain risk management plan or as required, to address threat, organizational or environmental changes; and c. Protect the supply chain risk management plan from unauthorized disclosure and modification. Discussion The dependence on products, systems, and services from external providers, as well as the nature of the relationships with those providers, present an increasing level of risk to an organization. Threat actions that may increase security or privacy risks include unauthorized production, the insertion or use of counterfeits, tampering, theft, insertion of malicious software and hardware, and poor manufacturing and development practices in the supply chain. Supply chain risks can be endemic or systemic within a system element or component, a system, an organization, a sector, or the Nation. Managing supply chain risk is a complex, multifaceted undertaking that requires a coordinated effort across an organization to build trust relationships and communicate with internal and external stakeholders. Supply chain risk management (SCRM) activities include identifying and assessing risks, determining appropriate risk response actions, developing SCRM plans to document response actions, and monitoring performance against plans. The SCRM plan (at the system-level) is implementation specific, providing policy implementation, requirements, constraints and implications. It can either be stand-alone, or incorporated into system security and privacy plans. The SCRM plan addresses managing, implementation, and monitoring of SCRM controls and the development/sustainment of systems across the SDLC to support mission and business functions. Because supply chains can differ significantly across and within organizations, SCRM plans are tailored to the individual program, organizational, and operational contexts. Tailored SCRM plans provide the basis for determining whether a technology, service, system component, or system is fit for purpose, and as such, the controls need to be tailored accordingly. Tailored SCRM plans help organizations focus their resources on the most critical mission and business functions based on mission and business requirements and their risk environment. Supply chain risk management plans include an expression of the supply chain risk tolerance for the organization, acceptable supply chain risk mitigation strategies or controls, a process for consistently evaluating and monitoring supply chain risk, approaches for implementing and communicating the plan, a description of and justification for supply chain risk mitigation measures taken, and associated roles and responsibilities. Finally, supply chain risk management plans address requirements for developing trustworthy, secure, privacy-protective, and resilient system components and systems, including the application of the security design principles implemented as part of life cycle-based systems security engineering processes (see SA-8 ).",SR-2,"sr-02_odp.01: systems, system components, or system services | sr-02_odp.02: frequency",SR-02a.[01]: A plan for managing supply chain risks is developed; | SR-02a.[02]: The supply chain risk management plan addresses risks associated with the research and development of ; | SR-02a.[03]: The supply chain risk management plan addresses risks associated with the design of ; | SR-02a.[04]: The supply chain risk management plan addresses risks associated with the manufacturing of ; | SR-02a.[05]: The supply chain risk management plan addresses risks associated with the acquisition of ; | SR-02a.[06]: The supply chain risk management plan addresses risks associated with the delivery of ; | SR-02a.[07]: The supply chain risk management plan addresses risks associated with the integration of ; | SR-02a.[08]: The supply chain risk management plan addresses risks associated with the operation and maintenance of ; | (+4 more),Enhancements SR-2(1) - Establish SCRM Team
SR-2(1),SR-02(01) - Establish SCRM Team,Supply Chain Risk Management,"Establish a supply chain risk management team consisting of to lead and support the following SCRM activities: . Discussion To implement supply chain risk management plans, organizations establish a coordinated, team-based approach to identify and assess supply chain risks and manage these risks by using programmatic and technical mitigation techniques. The team approach enables organizations to conduct an analysis of their supply chain, communicate with internal and external partners or stakeholders, and gain broad consensus regarding the appropriate resources for SCRM. The SCRM team consists of organizational personnel with diverse roles and responsibilities for leading and supporting SCRM activities, including risk executive, information technology, contracting, information security, privacy, mission or business, legal, supply chain and logistics, acquisition, business continuity, and other relevant functions. Members of the SCRM team are involved in various aspects of the SDLC and, collectively, have an awareness of and provide expertise in acquisition processes, legal practices, vulnerabilities, threats, and attack vectors, as well as an understanding of the technical aspects and dependencies of systems. The SCRM team can be an extension of the security and privacy risk management processes or be included as part of an organizational risk management team.",SR-2,"sr-02.01_odp.01: personnel, roles and responsibilities | sr-02.01_odp.02: supply chain risk management activities",SR-02(01): A supply chain risk management team consisting of is established to lead and support .,
