controlId,title,family,description,subFamily
AAT-16.14,Multi-Agent Trust & Communication Validation,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to validate AI agent to AI agent communications to: (1) Detect poisoning or consensus manipulation; and (2) Identify rogue or compromised AI agents in distributed or multi-agent environments.,Protect
AAT-17,AI & Autonomous Technologies Harm Prevention,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.",Protect
AAT-17.1,AI & Autonomous Technologies Human Subject Protections,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to protect human subjects from harm.,Protect
AAT-17.2,AI & Autonomous Technologies Environmental Impact & Sustainability,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Govern
AAT-17.3,Previously Unknown AI & Autonomous Technologies Threats & Risks,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified.,Govern
AAT-17.4,Novel Risk Assessment Methods & Technologies,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to utilize novel methods and technologies for the measurement of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to evaluate, if applicable: (1) Content provenance; (2) Oﬀensive cyber capabilities; (3) Chemical, Biological, Radiological or Nuclear (CBRN) weapons; and/or (4) Other dangerous materials or agents.",Protect
AAT-17.5,Fine Tuning Risk Mitigation,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to ensure actions to fine-tune Artificial Intelligence (AI) and Autonomous Technologies (AAT) do not compromise existing safety and/or security controls.,Protect
AAT-18,AI & Autonomous Technologies Risk Tracking Approaches,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available.,Govern
AAT-18.1,AI & Autonomous Technologies Risk Response,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output.",Govern
AAT-19,AI & Autonomous Technologies Conformity,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to ensure deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT) conform to applicable statutory and regulatory requirements, based on: (1) Defined use cases; (2) Geographic markets; and (3) Use of Intellectual Property (IP).",Protect
AAT-19.1,Manipulative or Deceptive Techniques,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that utilize manipulative or deceptive techniques (including biased data) to impair an individual's ability to make a reasonably informed decision.",Protect
AAT-19.2,Materially Distorting Behaviors,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that exploit a human subject to materially affect a targeted behavior due to their: (1) Age; (2) Disability; or (3) Specific social or economic situation.",Protect
AAT-19.3,Social Scoring,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that: (1) Evaluate human subjects over a certain period of time based on their social behavior or known, inferred or predicted personal or personality characteristics; and (2) Assign a ""social score"" branding or equivalent classification.",Protect
AAT-19.4,Detrimental or Unfavorable Treatment,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that lead to the detrimental or unfavorable treatment of certain data subjects, or groups of data subjects, in social contexts that is: (1) Are unrelated to the contexts in which the data was originally generated or collected; and/or (2) Is unjustified or disproportionate to their social behavior or its gravity.",Protect
AAT-19.5,Risk and Criminal Profiling,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that: (1) Assess the risk of an individual committing a criminal offence; and (2) Predicts risk based solely on the profiling of personality traits and characteristics.",Protect
AAT-19.6,Populating Facial Recognition Databases,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that create, or expand, facial recognition databases through scraping facial images from: (1) The Internet; or (2) Closed-Circuit Television (CCTV) footage.",Protect
AAT-19.7,Emotion Inference,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that infer human emotions of an individual based on observed characteristics.",Protect
AAT-19.8,Biometric Categorization,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that categorize an individual based on their biometric data to deduce, or infer, the individual's: (1) Race; (2) Political opinions; (3) Trade union membership; (4) Religious or philosophical beliefs; (5) Sex life or sexual orientation; and/or (6) Age.",Protect
AAT-20,AI & Autonomous Technologies Development Practices,Artificial Intelligence & Autonomous Technologies,"Measures exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) are designed and developed to: (1) Achieve an appropriate level of accuracy, robustness and cybersecurity; (2) Perform consistently in those respects throughout the AAT system's lifecycle; and (3) Be effectively overseen by competent individuals.",Protect
AAT-20.1,AI & Autonomous Technologies Transparency,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) are designed and developed so its operation is sufficiently transparent such that output can be easily interpreted by personnel implementing the AAT.,Protect
AAT-20.2,AI & Autonomous Technologies Implementation Documentation,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) include clear and concise documentation that is relevant, accessible and comprehensible to personnel implementing and maintaining the AAT that, at a minimum, provides: (1) Contact details of the provider; (2) Characteristics, capabilities and limitations of performance of the AAT; (3) Errata from the AAT's initial conformity assessment; (4) Details necessary to interpret the outputs of the AAT; (5) Human oversight measures necessary to facilitate the interpretation of the outputs of the AAT; (6) Computational and hardware resources needed to operate the AAT; (7) Projected useable lifetime of the AAT; and (8) A description of the mechanisms included within the AAT system to properly collect, store and interpret event logs.",Protect
AAT-20.3,AI & Autonomous Technologies Human Domain Knowledge Reliance,Artificial Intelligence & Autonomous Technologies,Mechanisms exist to document the extent to which human domain knowledge is employed to improve Artificial Intelligence (AI) and Autonomous Technologies (AAT) performance including: (1) Reinforcement Learning from Human Feedback (RLHF); (2) Fine-tuning; (3) Retrieval- augmented generation; (4) Content moderation; and (5) Business rules.,Protect
AAT-21,AI & Autonomous Technologies Registration,Artificial Intelligence & Autonomous Technologies,"Mechanisms exist to maintain a current registration for Artificial Intelligence (AI) and Autonomous Technologies (AAT) with the appropriate governing body, as required by statutory or regulatory requirements.",Protect
